,Battery Voltage [V],Velocity [km/h],Battery Temperature [°C],Cabin Temperature Sensor [°C],Heat Exchanger Temperature [°C],Throttle [%],SoC [%]
461,390.3,49.57,21.0,22.84,21.5,33.28,86.2
462,390.3,49.53,21.0,22.84,21.5,33.4,86.2
463,390.25,49.45,21.0,22.84,21.5,33.4,86.2
464,390.19,49.41,21.0,22.84,21.5,33.88,86.2
465,390.04,49.37,21.0,22.84,21.5,34.47,86.2
466,389.9,49.37,21.0,22.84,21.5,36.65,86.2
467,389.85,49.21,21.0,22.84,21.5,37.13,86.2
468,389.79,49.21,21.0,22.84,21.5,38.07,86.2
469,389.64,49.17,21.0,22.84,21.5,39.15,86.2
470,389.5,49.19,21.0,22.84,21.5,39.3,86.2
471,389.5,49.22,21.0,22.84,21.5,39.48,86.2
472,389.5,49.2,21.0,22.84,21.5,39.16,86.2
473,389.5,49.17,21.0,22.84,21.5,39.0,86.2
474,389.5,49.2,21.0,22.84,21.5,39.15,86.2
475,389.5,49.25,21.0,22.84,21.5,38.83,86.2
476,389.5,49.24,21.0,22.84,21.5,39.0,86.2
477,389.55,49.26,21.0,22.84,21.5,39.0,86.2
478,389.6,49.23,21.0,22.84,21.5,39.0,86.2
479,389.6,49.22,21.0,22.84,21.5,38.83,86.2
480,389.6,49.09,21.0,22.84,21.5,38.53,86.2
481,389.65,49.21,21.0,22.84,21.5,38.83,86.2
482,389.7,49.27,21.0,22.84,21.5,38.83,86.2
483,389.7,49.2,21.0,22.84,21.5,38.82,86.2
484,389.7,49.24,21.0,22.84,21.5,38.82,86.2
485,389.7,49.27,21.0,22.84,21.5,38.99,86.2
486,389.7,49.18,21.0,22.84,21.5,38.82,86.2
487,389.75,49.07,21.0,22.84,21.5,38.67,86.2
488,389.79,49.15,21.0,22.84,21.5,39.3,86.2
489,389.69,49.17,21.0,22.84,21.5,39.15,86.2
490,389.6,49.14,21.0,22.84,21.5,39.15,86.2
491,389.55,49.15,21.0,22.84,21.5,39.15,86.2
492,389.5,49.11,21.0,22.84,21.5,39.29,86.2
493,389.5,49.17,21.0,22.84,21.5,39.3,86.2
494,389.5,49.11,21.0,22.84,21.5,38.99,86.2
495,389.5,48.99,21.0,22.84,21.5,38.99,86.2
496,389.5,49.07,21.0,22.84,21.5,38.68,86.2
497,389.5,49.12,21.0,22.84,21.5,37.92,86.2
498,389.5,49.08,21.0,22.84,21.5,35.91,86.2
499,389.55,49.13,21.0,22.84,21.5,36.05,86.2
500,389.6,49.18,21.0,22.84,21.5,35.89,86.2
501,389.65,49.1,21.0,22.84,21.46,34.81,86.15
502,389.7,48.99,21.0,22.84,21.41,34.35,86.1
503,389.75,49.04,21.0,22.84,21.36,33.4,86.1
504,389.8,48.98,21.0,22.84,21.31,31.85,86.1
505,389.85,48.91,21.0,22.84,21.26,31.55,86.1
506,389.9,48.8,21.0,22.84,21.21,31.7,86.1
507,389.95,48.9,21.0,22.84,21.16,31.84,86.1
508,390.0,48.87,21.0,22.84,21.11,31.85,86.1
509,390.0,48.95,21.0,22.84,21.06,32.18,86.1
510,390.0,48.92,21.0,22.84,21.01,31.54,86.1
511,390.0,48.71,21.0,22.84,21.0,31.38,86.1
512,390.01,48.61,21.0,22.84,21.0,31.38,86.1
513,390.11,48.55,21.0,22.84,21.0,30.3,86.1
514,390.2,48.47,21.0,22.84,21.0,29.69,86.1
515,390.25,48.5,21.0,22.84,21.0,29.21,86.1
516,390.32,48.52,21.0,22.84,21.0,28.76,86.1
517,390.52,48.5,21.0,22.84,21.0,25.83,86.1
518,390.71,48.34,21.0,22.84,21.0,25.5,86.1
519,390.81,48.36,21.0,22.84,21.0,25.5,86.1
520,390.92,48.14,21.0,22.84,21.0,23.48,86.1
521,391.12,48.0,21.0,22.84,21.0,23.48,86.1
522,391.3,47.82,21.0,22.84,21.0,23.65,86.1
523,391.25,47.61,21.0,22.84,21.0,23.65,86.1
524,391.2,47.41,21.0,22.84,21.0,23.67,86.1
525,391.25,47.16,21.0,22.84,21.0,23.95,86.1
526,391.31,46.94,21.0,22.84,21.0,23.44,86.1
527,391.41,46.86,21.0,22.84,21.0,22.83,86.1
528,391.5,46.64,21.0,22.84,21.0,22.89,86.1
529,391.45,46.65,21.0,22.84,21.0,22.74,86.1
530,391.41,46.39,21.0,22.84,21.0,21.8,86.1
531,391.51,46.19,21.0,22.84,20.96,21.63,86.1
532,391.62,46.01,21.0,22.84,20.91,20.72,86.1
533,391.82,45.86,21.0,22.84,20.86,19.47,86.1
534,392.01,45.67,21.0,22.84,20.81,18.68,86.1
535,392.11,45.39,21.0,22.84,20.76,18.7,86.1
536,392.2,45.25,21.0,22.84,20.71,18.38,86.1
537,392.15,44.91,21.0,22.84,20.66,18.53,86.1
538,392.14,44.51,21.0,22.84,20.61,16.34,86.1
539,392.54,44.17,21.0,22.84,20.56,15.73,86.1
540,392.9,43.89,21.0,22.84,20.51,15.43,86.1
541,392.95,43.65,21.0,22.84,20.46,14.65,86.1
542,393.0,43.44,21.0,22.84,20.41,14.65,86.1
543,393.0,43.21,21.0,22.84,20.36,14.63,86.15
544,393.0,42.81,21.0,22.84,20.31,14.63,86.2
545,393.0,42.6,21.0,22.84,20.26,14.8,86.2
546,393.0,42.21,21.0,22.84,20.21,14.47,86.2
547,393.05,41.94,21.0,22.84,20.16,14.47,86.2
548,393.1,41.66,21.0,22.84,20.11,14.38,86.2
549,393.1,41.32,21.0,22.84,20.06,14.18,86.2
550,393.1,41.01,21.0,22.84,20.01,14.18,86.2
551,393.15,40.57,21.0,22.84,19.96,14.03,86.2
552,393.22,40.36,21.0,22.84,19.91,10.6,86.2
553,393.47,40.05,21.0,22.84,19.86,6.21,86.2
554,393.71,39.58,21.0,22.84,19.81,0.1,86.2
555,393.86,39.01,21.0,22.84,19.76,0.0,86.2
556,394.01,38.66,21.0,22.84,19.71,0.0,86.2
557,394.11,38.16,21.0,22.84,19.66,0.0,86.2
558,394.2,37.79,21.0,22.84,19.61,0.0,86.2
559,394.15,37.24,21.0,22.84,19.56,0.0,86.2
560,394.09,36.8,21.0,22.84,19.51,0.0,86.2
561,393.99,36.25,21.0,22.84,19.46,0.0,86.2
562,393.9,35.6,21.0,22.84,19.41,0.0,86.2
563,393.9,35.23,21.0,22.84,19.36,0.0,86.2
564,393.89,34.68,21.0,22.84,19.31,0.0,86.2
565,393.79,34.32,21.0,22.84,19.26,0.0,86.2
566,393.7,33.56,21.0,22.84,19.21,0.0,86.2
567,393.7,32.97,21.0,22.84,19.16,0.37,86.2
568,393.7,32.57,21.0,22.84,19.11,2.13,86.2
569,393.7,32.19,21.0,22.84,19.06,3.15,86.2
570,393.7,31.71,21.0,22.84,19.01,3.57,86.2
571,393.65,31.18,21.0,22.84,18.96,4.29,86.2
572,393.6,30.75,21.0,22.84,18.91,5.6,86.2
573,393.55,30.27,21.0,22.84,18.86,8.25,86.2
574,393.45,29.72,21.0,22.84,18.81,11.74,86.2
575,392.95,29.37,21.0,22.84,18.76,14.53,86.2
576,392.47,28.97,21.0,22.84,18.71,18.07,86.2
577,392.17,28.71,21.0,22.84,18.66,19.45,86.2
578,391.9,28.49,21.0,22.84,18.61,19.63,86.2
579,391.85,28.29,21.0,22.84,18.56,20.87,86.2
580,391.78,28.09,21.0,22.84,18.51,23.22,86.2
581,391.53,27.89,21.0,22.84,18.46,24.66,86.2
582,391.3,27.75,21.0,22.84,18.41,25.65,86.2
583,391.25,27.64,21.0,22.84,18.36,25.98,86.2
584,391.2,27.54,21.0,22.84,18.31,25.83,86.2
585,391.2,27.46,21.0,22.84,18.26,25.83,86.2
586,391.2,27.36,21.0,22.84,18.21,25.9,86.2
587,391.15,27.19,21.0,22.84,18.16,26.73,86.2
588,391.09,27.1,21.0,22.84,18.11,27.91,86.2
589,390.94,27.04,21.0,22.84,18.06,29.08,86.2
590,390.8,26.91,21.0,22.84,18.01,30.14,86.2
591,390.8,26.86,21.0,22.84,17.96,31.08,86.2
592,390.8,26.83,21.0,22.84,17.91,31.55,86.2
593,390.75,26.74,21.0,22.84,17.86,31.7,86.2
594,390.69,26.74,21.0,22.84,17.81,31.97,86.2
595,390.54,26.71,21.0,22.84,17.76,33.96,86.2
596,390.39,26.66,21.0,22.84,17.71,38.61,86.2
597,390.24,26.7,21.0,22.84,17.66,42.94,86.2
598,390.02,26.66,21.0,22.84,17.61,47.14,86.2
599,389.17,26.72,21.0,22.84,17.56,46.98,86.2
600,388.35,27.02,21.0,22.84,17.51,46.99,86.2
601,387.8,27.33,21.0,22.84,17.5,46.69,86.2
602,387.28,27.61,21.0,22.84,17.5,46.75,86.2
603,387.08,27.95,21.0,22.84,17.5,46.8,86.2
604,386.89,28.27,21.0,22.84,17.5,45.84,86.2
605,386.74,28.62,21.0,22.84,17.5,48.72,86.2
606,386.56,29.22,21.0,22.84,17.5,48.65,86.2
607,386.16,29.7,21.0,22.84,17.5,47.5,86.2
608,385.81,30.05,21.0,22.84,17.5,46.83,86.2
609,385.91,30.5,21.0,22.84,17.5,46.75,86.2
610,386.0,30.89,21.0,22.84,17.5,46.45,86.2
611,386.05,31.3,21.0,22.85,17.46,46.01,86.2
612,386.1,31.82,21.0,22.87,17.41,46.23,86.2
613,386.05,32.26,21.0,22.88,17.36,46.13,86.2
614,386.0,32.62,21.0,22.9,17.31,46.01,86.2
615,386.05,33.02,21.0,22.92,17.26,46.17,86.15
616,386.1,33.49,21.0,22.93,17.21,45.95,86.1
617,386.1,33.93,21.0,22.95,17.16,45.62,86.1
618,386.11,34.28,21.0,22.97,17.11,44.83,86.1
619,386.26,34.68,21.0,22.98,17.06,44.43,86.1
620,386.42,35.01,21.0,23.0,17.01,43.8,86.1
621,386.67,35.33,21.0,23.0,17.0,42.35,86.1
622,386.93,35.6,21.0,23.0,17.0,41.93,86.1
623,387.28,35.86,21.0,23.0,17.0,41.59,86.1
624,387.63,36.01,21.0,23.0,17.0,39.37,86.1
625,387.98,36.18,21.0,23.0,17.0,38.34,86.1
626,388.32,36.35,21.0,23.0,17.0,37.55,86.1
627,388.52,36.47,21.0,23.0,17.0,35.81,86.1
628,388.72,36.59,21.0,23.0,17.0,34.77,86.1
629,388.92,36.64,21.0,23.0,17.0,34.0,86.1
630,389.11,36.68,21.0,23.0,17.0,33.1,86.1
631,389.21,36.7,21.0,23.0,16.96,33.1,86.1
632,389.31,36.73,21.0,23.0,16.91,33.4,86.1
633,389.41,36.75,21.0,23.0,16.86,33.4,86.1
634,389.51,36.69,21.0,23.0,16.81,33.55,86.1
635,389.61,36.74,21.0,23.0,16.76,33.88,86.1
636,389.7,36.72,21.0,23.0,16.71,33.86,86.1
637,389.75,36.8,21.0,23.0,16.66,33.71,86.1
638,389.8,36.85,21.0,23.0,16.61,33.55,86.1
639,389.85,36.82,21.0,23.0,16.56,33.4,86.1
640,389.9,36.72,21.0,23.0,16.51,33.55,86.1
641,389.9,36.73,21.0,23.0,16.46,33.74,86.1
642,389.9,36.72,21.0,23.0,16.41,33.88,86.1
643,389.9,36.76,21.0,23.0,16.36,33.88,86.1
644,389.9,36.66,21.0,23.0,16.31,34.03,86.1
645,389.9,36.56,21.0,23.0,16.26,34.74,86.1
646,389.9,36.58,21.0,23.0,16.21,36.09,86.1
647,389.85,36.57,21.0,23.0,16.16,36.95,86.1
648,389.79,36.59,21.0,23.0,16.11,37.3,86.1
649,389.69,36.52,21.0,23.0,16.06,37.45,86.1
650,389.6,36.48,21.0,23.0,16.01,38.3,86.1
651,389.55,36.46,21.0,23.0,16.0,39.3,86.1
652,389.5,36.51,21.0,23.0,16.0,39.93,86.1
653,389.45,36.52,21.0,23.0,16.0,39.93,86.1
654,389.39,36.55,21.0,23.0,16.0,39.75,86.1
655,389.29,36.59,21.0,23.0,16.0,39.75,86.1
656,389.2,36.67,21.0,23.0,16.0,39.6,86.1
657,389.2,36.66,21.0,23.0,16.0,39.48,86.1
658,389.2,36.73,21.0,23.0,16.0,39.3,86.1
659,389.25,36.73,21.0,23.0,16.0,38.83,86.1
660,389.3,36.78,21.0,23.0,16.0,38.76,86.1
661,389.3,36.81,21.0,23.0,15.96,38.59,86.1
662,389.3,36.89,21.0,23.0,15.91,38.23,86.1
663,389.35,36.88,21.0,23.0,15.86,36.97,86.1
664,389.41,36.76,21.0,23.0,15.81,35.65,86.1
665,389.51,36.83,21.0,23.0,15.76,35.58,86.1
666,389.6,36.95,21.0,23.0,15.71,34.8,86.1
667,389.65,37.01,21.0,23.0,15.66,33.35,86.1
668,389.7,36.93,21.0,23.0,15.61,31.45,86.1
669,389.75,36.88,21.0,23.0,15.56,28.79,86.1
670,389.81,36.82,21.0,23.0,15.51,28.22,86.1
671,389.96,36.89,21.0,23.0,15.5,27.53,86.1
672,390.11,36.88,21.0,23.0,15.5,25.92,86.1
673,390.21,36.82,21.0,23.0,15.5,22.97,86.1
674,390.35,36.72,21.0,23.0,15.5,16.8,86.1
675,390.95,36.56,21.0,23.0,15.5,10.11,86.1
676,391.57,36.46,21.0,23.0,15.5,7.12,86.1
677,392.37,36.26,21.0,23.0,15.5,5.69,86.1
678,393.14,35.88,21.0,23.0,15.5,5.28,86.1
679,393.64,35.35,21.0,23.0,15.5,5.2,86.1
680,394.1,34.84,21.0,23.0,15.5,5.33,86.1
681,394.05,34.31,21.0,23.0,15.46,5.33,86.1
682,394.0,33.8,21.0,23.0,15.41,5.42,86.1
683,393.95,33.29,21.0,23.0,15.36,5.48,86.1
684,393.9,32.74,21.0,23.0,15.31,5.48,86.1
685,393.85,32.23,21.0,23.0,15.26,5.65,86.1
686,393.8,31.71,21.0,23.0,15.21,5.65,86.1
687,393.75,31.23,21.0,23.0,15.16,5.8,86.1
688,393.7,30.65,21.0,23.0,15.11,6.03,86.1
689,393.65,30.19,21.0,23.0,15.06,6.31,86.1
690,393.59,29.66,21.0,23.0,15.01,7.27,86.1
691,393.44,29.17,21.0,23.0,15.0,7.71,86.1
692,393.3,28.73,21.0,23.0,15.0,7.98,86.1
693,393.25,28.24,21.0,23.0,15.0,8.2,86.1
694,393.19,27.78,21.0,23.0,15.0,8.63,86.1
695,393.04,27.32,21.0,23.0,15.0,9.58,86.1
696,392.88,26.83,21.0,23.0,15.0,10.42,86.1
697,392.68,26.4,21.0,23.0,15.0,12.68,86.1
698,392.49,26.06,21.0,23.0,15.0,13.25,86.1
699,392.39,25.7,21.0,23.0,15.0,13.75,86.1
700,392.3,25.34,21.0,23.0,15.0,14.35,86.1
701,392.25,25.05,21.0,22.99,14.96,14.5,86.1
702,392.2,24.75,21.0,22.98,14.91,14.5,86.1
703,392.15,24.41,21.0,22.96,14.86,14.5,86.1
704,392.1,24.08,21.0,22.94,14.81,14.5,86.1
705,392.1,23.78,21.0,22.93,14.76,14.35,86.1
706,392.1,23.41,21.0,22.91,14.71,14.18,86.1
707,392.1,23.08,21.0,22.89,14.66,14.03,86.1
708,392.1,22.83,21.0,22.88,14.61,13.8,86.1
709,392.15,22.44,21.0,22.86,14.56,12.99,86.1
710,392.2,22.13,21.0,22.84,14.51,11.95,86.1
711,392.25,21.78,21.0,22.84,14.5,11.7,86.1
712,392.3,21.39,21.0,22.84,14.5,11.53,86.1
713,392.25,20.97,21.0,22.84,14.5,11.4,86.1
714,392.21,20.58,21.0,22.84,14.5,10.07,86.1
715,392.31,20.24,21.0,22.84,14.5,9.15,86.1
716,392.4,19.83,21.0,22.84,14.5,7.32,86.1
717,392.45,19.36,21.0,22.84,14.5,7.05,86.1
718,392.5,18.91,21.0,22.84,14.5,7.05,86.1
719,392.45,18.42,21.0,22.84,14.5,6.51,86.1
720,392.4,17.93,21.0,22.84,14.5,5.98,86.1
721,392.4,17.41,21.0,22.84,14.5,5.98,86.1
722,392.4,16.9,21.0,22.84,14.5,6.13,86.1
723,392.35,16.43,21.0,22.84,14.5,6.13,86.1
724,392.29,15.92,21.0,22.84,14.5,6.25,86.1
725,392.19,15.4,21.0,22.84,14.5,6.73,86.1
726,392.08,14.89,21.0,22.84,14.5,8.31,86.1
727,391.88,14.4,21.0,22.84,14.5,11.4,86.1
728,391.68,13.96,21.0,22.84,14.5,17.59,86.1
729,391.48,13.63,21.0,22.84,14.5,25.34,86.1
730,391.28,13.39,21.0,22.84,14.5,27.82,86.1
731,391.03,13.17,21.0,22.84,14.46,29.37,86.1
732,390.8,13.02,21.0,22.84,14.41,32.17,86.1
733,390.75,12.95,21.0,22.84,14.36,35.27,86.1
734,390.69,12.89,21.0,22.84,14.31,38.37,86.1
735,390.59,12.86,21.0,22.84,14.26,40.23,86.1
736,390.46,12.86,21.0,22.84,14.21,40.85,86.1
737,390.06,12.85,21.0,22.84,14.16,42.1,86.1
738,389.66,13.03,21.0,22.84,14.11,43.03,86.1
739,389.26,13.3,21.0,22.84,14.06,42.85,86.1
740,388.89,13.64,21.0,22.84,14.01,42.7,86.1
741,388.74,14.03,21.0,22.84,14.0,42.4,86.1
742,388.6,14.43,21.0,22.84,14.0,42.1,86.1
743,388.55,14.85,21.0,22.84,14.0,41.48,86.1
744,388.5,15.22,21.0,22.84,14.0,41.18,86.1
745,388.5,15.62,21.0,22.84,14.0,40.23,86.1
746,388.51,16.01,21.0,22.84,14.0,38.83,86.1
747,388.61,16.35,21.0,22.84,14.0,37.9,86.1
748,388.71,16.72,21.0,22.84,14.0,37.9,86.1
749,388.81,16.99,21.0,22.84,14.0,38.22,86.1
750,388.9,17.29,21.0,22.84,14.0,38.53,86.1
751,388.95,17.56,21.0,22.84,14.0,39.15,86.1
752,389.0,17.81,21.0,22.84,14.0,38.68,86.1
753,389.0,18.02,21.0,22.84,14.0,38.53,86.1
754,389.0,18.26,21.0,22.84,14.0,38.83,86.1
755,389.0,18.48,21.0,22.84,14.0,38.68,86.1
756,389.0,18.68,21.0,22.84,14.0,37.9,86.1
757,389.05,18.88,21.0,22.84,14.0,37.75,86.1
758,389.1,19.08,21.0,22.84,14.0,36.98,86.1
759,389.15,19.31,21.0,22.84,14.0,37.3,86.1
760,389.2,19.49,21.0,22.84,14.0,37.75,86.1
761,389.2,19.68,21.0,22.84,14.0,37.9,86.1
762,389.2,19.87,21.0,22.84,14.0,38.22,86.1
763,389.2,19.93,21.0,22.84,14.0,38.67,86.1
764,389.2,20.06,21.0,22.84,14.0,39.3,86.1
765,389.15,20.23,21.0,22.84,14.0,39.3,86.1
766,389.1,20.4,21.0,22.84,14.0,39.15,86.1
767,389.05,20.59,21.0,22.84,14.0,39.15,86.1
768,389.0,20.83,21.0,22.84,14.0,39.15,86.1
769,389.0,21.05,21.0,22.84,14.0,38.83,86.1
770,389.0,21.23,21.0,22.84,14.0,38.53,86.1
771,389.0,21.45,21.0,22.84,13.96,38.53,86.1
772,389.01,21.64,21.0,22.84,13.91,37.45,86.1
773,389.11,21.84,21.0,22.84,13.86,31.85,86.1
774,389.24,22.0,21.0,22.84,13.81,22.73,86.1
775,389.64,22.1,21.0,22.84,13.76,15.1,86.1
776,390.05,22.14,21.0,22.84,13.71,8.3,86.1
777,390.55,22.16,21.0,22.84,13.66,2.08,86.1
778,391.04,22.03,21.0,22.84,13.61,0.0,86.1
779,391.49,21.79,21.0,22.84,13.56,0.0,86.1
780,391.94,21.5,21.0,22.84,13.51,0.0,86.1
781,392.34,21.09,21.0,22.84,13.5,0.0,86.1
782,392.7,20.59,21.0,22.84,13.5,0.0,86.1
783,392.75,19.94,21.0,22.84,13.5,0.0,86.1
784,392.8,19.36,21.0,22.84,13.5,0.0,86.1
785,392.75,18.71,21.0,22.84,13.5,0.0,86.1
786,392.68,18.13,21.0,22.84,13.5,2.37,86.1
787,392.48,17.49,21.0,22.84,13.5,4.25,86.1
788,392.29,17.03,21.0,22.84,13.5,4.87,86.1
789,392.19,16.54,21.0,22.84,13.5,6.57,86.1
790,392.09,15.95,21.0,22.84,13.5,6.9,86.1
791,391.99,15.49,21.0,22.84,13.5,7.82,86.1
792,391.88,15.04,21.0,22.84,13.5,10.45,86.1
793,391.63,14.68,21.0,22.84,13.5,13.85,86.1
794,391.39,14.28,21.0,22.84,13.5,15.42,86.1
795,391.24,13.94,21.0,22.84,13.5,19.45,86.1
796,391.09,13.71,21.0,22.84,13.5,22.4,86.1
797,390.99,13.54,21.0,22.84,13.5,22.55,86.1
798,390.9,13.39,21.0,22.84,13.5,22.4,86.1
799,390.9,13.24,21.0,22.84,13.5,22.55,86.1
800,390.9,13.06,21.0,22.84,13.5,22.73,86.1
801,390.9,12.91,21.0,22.84,13.5,22.88,86.1
802,390.9,12.76,21.0,22.84,13.5,22.88,86.1
803,390.85,12.61,21.0,22.84,13.5,23.8,86.1
804,390.79,12.47,21.0,22.84,13.5,27.2,86.1
805,390.69,12.35,21.0,22.84,13.5,29.07,86.1
806,390.6,12.28,21.0,22.84,13.5,32.17,86.1
807,390.55,12.24,21.0,22.84,13.5,35.57,86.1
808,390.49,12.19,21.0,22.84,13.5,37.12,86.1
809,390.39,12.19,21.0,22.84,13.5,38.37,86.1
810,390.29,12.18,21.0,22.84,13.5,38.53,86.1
811,390.14,12.24,21.0,22.84,13.46,38.23,86.1
812,389.99,12.33,21.0,22.84,13.41,38.08,86.1
813,389.89,12.42,21.0,22.84,13.36,37.9,86.1
814,389.8,12.54,21.0,22.84,13.31,37.9,86.1
815,389.75,12.72,21.0,22.84,13.26,38.07,86.1
816,389.7,12.9,21.0,22.84,13.21,38.08,86.1
817,389.65,13.04,21.0,22.84,13.16,38.08,86.1
818,389.6,13.2,21.0,22.84,13.11,38.08,86.1
819,389.55,13.41,21.0,22.84,13.06,38.08,86.1
820,389.5,13.59,21.0,22.84,13.01,38.08,86.1
821,389.45,13.79,21.0,22.85,13.0,38.37,86.1
822,389.38,13.99,21.0,22.87,13.0,41.77,86.1
823,389.18,14.2,21.0,22.88,13.0,42.58,86.1
824,388.98,14.5,21.0,22.9,13.0,42.25,86.1
825,388.73,14.84,21.0,22.92,13.0,41.78,86.1
826,388.5,15.16,21.0,22.93,13.0,41.18,86.1
827,388.5,15.56,21.0,22.95,13.0,40.68,86.1
828,388.5,15.93,21.0,22.97,13.0,40.07,86.1
829,388.55,16.31,21.0,22.98,13.0,38.22,86.1
830,388.61,16.61,21.0,23.0,13.0,37.3,86.1
831,388.76,16.9,21.0,23.0,13.0,37.3,86.1
832,388.9,17.18,21.0,23.0,13.0,37.3,86.1
833,388.95,17.42,21.0,23.0,13.0,37.3,86.1
834,389.0,17.63,21.0,23.0,13.0,37.3,86.1
835,389.05,17.83,21.0,23.0,13.0,37.45,86.1
836,389.1,18.02,21.0,23.0,13.0,37.75,86.1
837,389.1,18.15,21.0,23.0,13.0,38.23,86.1
838,389.1,18.36,21.0,23.0,13.0,39.3,86.1
839,389.05,18.51,21.0,23.0,13.0,40.23,86.1
840,389.0,18.7,21.0,23.0,13.0,40.07,86.1
841,388.95,18.83,21.0,23.0,12.96,38.37,86.1
842,388.91,19.05,21.0,23.0,12.91,37.3,86.1
843,389.01,19.24,21.0,23.0,12.86,34.48,86.1
844,389.12,19.41,21.0,23.0,12.81,34.35,86.1
845,389.32,19.48,21.0,23.0,12.76,34.2,86.05
846,389.5,19.61,21.0,23.0,12.71,34.2,86.0
847,389.55,19.4,21.0,23.0,12.66,34.2,86.0
848,389.6,19.6,21.0,23.0,12.61,34.35,86.0
849,389.65,19.64,21.0,23.0,12.56,34.35,86.0
850,389.7,19.68,21.0,23.0,12.51,34.35,86.0
851,389.75,19.66,21.0,23.0,12.5,34.48,86.0
852,389.8,19.68,21.0,23.0,12.5,34.48,86.0
853,389.85,19.68,21.0,23.0,12.5,34.65,86.0
854,389.9,19.7,21.0,23.0,12.5,34.65,86.0
855,389.9,19.67,21.0,23.0,12.5,34.65,86.0
856,389.9,19.65,21.0,23.0,12.5,34.8,86.0
857,389.9,19.66,21.0,23.0,12.5,34.65,86.0
858,389.9,19.64,21.0,23.0,12.5,34.65,86.0
859,389.9,19.64,21.0,23.0,12.5,34.48,86.0
860,389.9,19.6,21.0,23.0,12.5,34.35,86.0
861,389.9,19.59,21.0,23.0,12.5,34.35,86.0
862,389.9,19.57,21.0,23.0,12.5,34.2,86.0
863,389.95,19.53,21.0,23.0,12.5,33.87,86.0
864,390.0,19.51,21.0,23.0,12.5,33.72,86.0
865,390.0,19.48,21.0,23.0,12.5,33.55,86.0
866,390.0,19.43,21.0,23.0,12.5,33.73,86.0
867,390.0,19.41,21.0,23.0,12.5,33.73,86.0
868,390.0,19.35,21.0,23.0,12.5,33.55,86.0
869,390.0,19.34,21.0,23.0,12.5,33.55,86.0
870,390.0,19.31,21.0,23.0,12.5,33.72,86.0
871,390.0,19.27,21.0,23.0,12.46,33.73,86.0
872,390.0,19.22,21.0,23.0,12.41,33.73,86.0
873,390.0,19.21,21.0,23.0,12.36,33.88,86.0
874,390.0,19.2,21.0,23.0,12.31,33.88,86.0
875,390.0,19.17,21.0,23.0,12.26,33.73,86.0
876,390.0,19.09,21.0,23.0,12.21,33.73,86.0
877,390.0,19.09,21.0,23.0,12.16,33.73,86.0
878,390.0,19.06,21.0,23.0,12.11,33.55,86.0
879,390.05,19.0,21.0,23.0,12.06,33.28,86.0
880,390.1,18.96,21.0,23.0,12.01,33.28,86.0
881,390.1,18.94,21.0,23.0,12.0,33.28,86.0
882,390.1,18.9,21.0,23.0,12.0,33.4,86.0
883,390.1,18.86,21.0,23.0,12.0,33.4,86.0
884,390.1,18.85,21.0,23.0,12.0,33.55,86.0
885,390.05,18.84,21.0,23.0,12.0,33.73,86.0
886,390.0,18.79,21.0,23.0,12.0,33.88,86.0
887,390.0,18.78,21.0,23.0,12.0,34.03,86.0
888,390.0,18.79,21.0,23.0,12.0,34.35,86.0
889,389.95,18.75,21.0,23.0,12.0,36.21,86.0
890,389.87,18.72,21.0,23.0,12.0,40.23,86.0
891,389.57,18.75,21.0,23.0,11.96,44.88,86.0
892,389.21,18.8,21.0,23.0,11.91,47.68,86.0
893,388.26,19.0,21.0,23.0,11.86,48.63,86.0
894,387.35,19.37,21.0,23.0,11.81,49.86,86.0
895,386.8,19.87,21.0,23.0,11.76,52.03,86.0
896,386.25,20.39,21.0,23.0,11.71,53.91,86.0
897,385.7,21.02,21.0,23.0,11.66,55.75,86.0
898,385.16,21.7,21.0,23.0,11.61,56.05,86.0
899,384.76,22.45,21.0,23.0,11.56,56.05,86.0
900,384.38,23.18,21.0,23.0,11.51,55.9,86.0
901,384.18,23.9,21.0,23.0,11.5,55.75,86.0
902,383.99,24.67,21.0,23.0,11.5,55.58,86.0
903,383.84,25.4,21.0,23.0,11.5,55.42,86.0
904,383.69,26.19,21.0,23.0,11.5,55.25,86.0
905,383.54,26.9,21.0,23.0,11.5,55.12,86.0
906,383.39,27.59,21.0,23.0,11.5,54.83,86.0
907,383.24,28.32,21.0,23.0,11.5,54.97,86.0
908,383.09,29.11,21.0,23.0,11.5,54.32,86.0
909,382.99,29.81,21.0,23.0,11.5,52.95,86.0
910,382.92,30.37,21.0,23.0,11.5,51.07,86.0
911,383.12,31.15,21.0,23.0,11.5,50.47,86.0
912,383.32,31.77,21.0,23.0,11.5,49.37,86.0
913,383.52,32.4,21.0,23.0,11.5,48.3,85.95
914,383.72,33.01,21.0,23.0,11.5,47.98,85.9
915,383.92,33.53,21.0,23.0,11.5,48.13,85.9
916,384.11,34.03,21.0,23.0,11.5,48.13,85.9
917,384.21,34.51,21.0,23.0,11.5,47.53,85.9
918,384.31,34.96,21.0,23.0,11.5,46.75,85.9
919,384.46,35.37,21.0,23.0,11.5,46.6,85.9
920,384.61,35.76,21.0,23.0,11.5,46.6,85.9
921,384.76,36.11,21.0,23.0,11.46,46.75,85.9
922,384.91,36.48,21.0,23.0,11.41,46.27,85.9
923,385.06,36.71,21.0,23.0,11.36,45.82,85.9
924,385.2,37.23,21.0,23.0,11.31,47.38,85.9
